,DOI,Publisher,prefix,publisher_name
2526,10.1109/TPEL.2015.2388512,IEEE,10.1109,Institute of Electrical and Electronics Engineers (IEEE)
2527,10.1007/978-3-662-44709-3_21,Springer,10.1007,Springer Science and Business Media LLC
2528,10.1038/s41598-018-28094-6,Nature Publishing Group,10.1038,Springer Science and Business Media LLC
2529,10.1080/09692290.2018.1554537,Informa UK Limited,10.1080,Informa UK Limited
2530,10.1136/bmj.l1079,BMJ,10.1136,BMJ
2531,10.1016/j.apenergy.2018.11.028,Elsevier BV,10.1016,Elsevier BV
2532,10.1017/S0020589314000475,Cambridge University Press,10.1017,Cambridge University Press (CUP)
2533,10.1017/9781316779507.005,Cambridge University Press,10.1017,Cambridge University Press (CUP)
2534,10.5040/9781509927302.ch-016,Hart Publishing,10.5040,Bloomsbury Academic
2535,10.1017/9781316711569,Cambridge University Press,10.1017,Cambridge University Press (CUP)
2536,10.1093/acprof:oso/9780199315192.003.0011,Oxford University Press,10.1093,Oxford University Press (OUP)
2537,10.1016/j.ijpe.2016.06.008,Elsevier,10.1016,Elsevier BV
2538,10.1039/c6cp00415f,Royal Society of Chemistry,10.1039,Royal Society of Chemistry (RSC)
2539,10.1093/oso/9780190203542.003.0009,Oxford University Press,10.1093,Oxford University Press (OUP)
2540,10.1080/09613218.2014.889490,Routledge,10.1080,Informa UK Limited
2541,10.4310/jdg/1519959621,Lehigh University,10.4310,International Press of Boston
2542,10.5750/dlj.v30i1.1583,University of Buckingham Press,10.5750,University of Buckingham Press
2543,10.1017/9781108667609,Cambridge University Press,10.1017,Cambridge University Press (CUP)
2544,10.1200/JCO.2018.78.8034,American Society of Clinical Oncology,10.1200,American Society of Clinical Oncology (ASCO)
2545,10.1016/S2215-0366(17)30426-1,Elsevier Ltd.,10.1016,Elsevier BV
2546,10.1088/0741-3335/56/2/025012,Institute of Physics Publishing Ltd.,10.1088,IOP Publishing
2547,10.1109/TCOMM.2015.2480752,IEEE,10.1109,Institute of Electrical and Electronics Engineers (IEEE)
2548,10.1016/j.conbuildmat.2017.12.013,Elsevier,10.1016,Elsevier BV
2549,10.3390/ma13112607,MDPI,10.3390,MDPI AG
2550,10.1136/bmj.h2958,BMJ Publishing Group Ltd.,10.1136,BMJ
2551,10.1057/978-1-137-54838-2,Palgrave Macmillan,10.1057,Springer Science and Business Media LLC
2552,10.1137/17m116152x,Society for Industrial & Applied Mathematics (SIAM),10.1137,Society for Industrial & Applied Mathematics (SIAM)
2553,10.1108/ER-03-2020-0120,Emerald,10.1108,Emerald
2554,10.5040/9781474201407.ch-016,Hart Publishing,10.5040,Bloomsbury Academic
2555,10.3898/NewF:99.04.2019,Lawrence and Wishart,10.3898,Lawrence and Wishart
2556,10.1007/978-3-319-55110-4,Palgrave Macmillan,10.1007,Springer Science and Business Media LLC
2557,10.1515/9783110575910-007,De Gruyter,10.1515,Walter de Gruyter GmbH
2558,10.3982/te2921,The Econometric Society,10.3982,The Econometric Society
2559,10.1177/0263276419878247,Sage Publications Ltd.,10.1177,SAGE Publications
2560,10.1163/9789004383975,Brill,10.1163,Brill
2561,10.1515/9783110633856,Mouton de Gruyter,10.1515,Walter de Gruyter GmbH
2562,10.1111/ecoj.12294,Wiley-Blackwell Publishing Ltd.,10.1111,Wiley
2563,10.1017/CBO9781107707481,Cambridge University Press,10.1017,Cambridge University Press (CUP)
2564,10.5040/9781509926084,Hart Publishing,10.5040,Bloomsbury Academic
2565,10.4324/9781315758923,Routledge,10.4324,Informa UK Limited
2566,10.1186/s12974-016-0611-x,Springer Science and Business Media LLC,10.1186,Springer Science and Business Media LLC
2567,10.1016/j.leaqua.2016.10.008,Elsevier,10.1016,Elsevier BV
2568,10.1016/j.biortech.2014.01.036,Elsevier,10.1016,Elsevier BV
2569,10.1021/jacs.9b08898,American Chemical Society,10.1021,American Chemical Society (ACS)
2570,10.1075/sfsl.78.10bac,John Benjamins Publishing Company,10.1075,John Benjamins Publishing Company
2571,10.3982/ECTA11571,Blackwell Publishing,10.3982,The Econometric Society
2572,10.1016/j.ijproman.2015.11.007,Elsevier,10.1016,Elsevier BV
2573,10.4324/9781315618326,Routledge,10.4324,Informa UK Limited
2574,10.1257/app.20170690,American Economic Association,10.1257,American Economic Association
2575,10.1163/9789004302839_020,Brill Academic Publishers,10.1163,Brill
2576,10.1093/acprof%3Aoso/9780190626563.001.0001,Oxford University Press,10.1093,Oxford University Press (OUP)
2577,10.1093/acprof:oso/9780190626563.001.0001,Oxford University Press,10.1093,Oxford University Press (OUP)
2578,10.1167/jov.20.7.5,Association for Research in Vision and Ophthalmology (ARVO),10.1167,Association for Research in Vision and Ophthalmology (ARVO)
2579,10.1093/acprof:oso/9780199998098.001.0001,Oxford University Press,10.1093,Oxford University Press (OUP)
2580,10.1017/9781139030458,Cambridge University Press,10.1017,Cambridge University Press (CUP)
2581,10.1163/9789004325562,Brill,10.1163,Brill
2582,10.1016/j.is.2020.101568,Elsevier,10.1016,Elsevier BV
2583,10.1016/j.engstruct.2017.01.060,Elsevier Science Ltd.,10.1016,Elsevier BV
2584,10.3310/hsdr07100,National Institute for Health Research Health Services and Delivery Research Programme,10.3310,National Institute for Health and Care Research
2585,10.1016/j.jep.2019.112084,Elsevier,10.1016,Elsevier BV
2586,10.2837/973893,Luxembourg - Office of the European Union,10.2837,publisher name not found
2587,10.1080/13645579.2015.1129128,Routledge,10.1080,Informa UK Limited
2588,10.1016/j.ijsolstr.2017.12.011,Elsevier BV,10.1016,Elsevier BV
2589,10.1057/9781137288936,Palgrave Macmillan,10.1057,Springer Science and Business Media LLC
2590,10.1007/978-3-319-20170-2,Springer,10.1007,Springer Science and Business Media LLC
2591,10.1109/JLT.2015.2389036,Institute of Electrical and Electronics Engineers,10.1109,Institute of Electrical and Electronics Engineers (IEEE)
2592,10.1021/sb400169s,American Chemical Society,10.1021,American Chemical Society (ACS)
2593,10.1057/978-1-349-95189-5_2725,Palgrave Macmillan,10.1057,Springer Science and Business Media LLC
2594,10.1037/rev0000151,American Psychological Association,10.1037,American Psychological Association (APA)
2595,10.1016/j.cep.2014.01.009,Elsevier,10.1016,Elsevier BV
2596,10.1111/jcpp.12615,Wiley-Blackwell Publishing Ltd.,10.1111,Wiley
2597,10.1112/S0010437X14007878,Cambridge University Press,10.1112,Wiley
2598,10.1007/s10208-019-09430-2,Springer Science and Business Media LLC,10.1007,Springer Science and Business Media LLC
2599,10.1093/ehr/cez069,Oxford University Press,10.1093,Oxford University Press (OUP)
2600,10.1177/0956797615588753,Sage,10.1177,SAGE Publications
2601,10.5153/sro.4119,SAGE Publications,10.5153,SAGE Publications
2602,10.1017/9781316179031,Cambridge University Press (CUP),10.1017,Cambridge University Press (CUP)
2603,10.1093/bjc/azy051,Oxford University Press,10.1093,Oxford University Press (OUP)
2604,10.1016/j.socscimed.2017.01.018,Pergamon Press,10.1016,Elsevier BV
2605,10.1007/978-981-10-0027-0_2,Springer Publishing Company,10.1007,Springer Science and Business Media LLC
2606,10.4324/9781003029113,Routledge,10.4324,Informa UK Limited
2607,10.1017/9781108683722,Cambridge University Press,10.1017,Cambridge University Press (CUP)
2608,10.1111/1467-9566.12728,Wiley,10.1111,Wiley
2609,10.1177/1742766519872777,Sage,10.1177,SAGE Publications
2610,10.1080/09692290.2017.1373689,Routledge,10.1080,Informa UK Limited
2611,10.1093/acprof:oso/9780198746966.001.0001,Oxford University Press,10.1093,Oxford University Press (OUP)
2612,10.1093/molbev/msaa260,Oxford University Press (OUP),10.1093,Oxford University Press (OUP)
2613,10.1017/CBO9781139015431.020,Cambridge University Press,10.1017,Cambridge University Press (CUP)
2614,10.4324/9781315623467-11,Routledge,10.4324,Informa UK Limited
2615,10.1086/679982,University of Chicago Press,10.1086,University of Chicago Press
2616,10.1558/jca.v2i1.25729,Equinox Publishing Ltd.,10.1558,Equinox Publishing
2617,10.1002/smj.2347,John Wiley & Sons Ltd.,10.1002,Wiley
2618,10.1093/oso/9780198836568.001.0001,Oxford University Press,10.1093,Oxford University Press (OUP)
2619,10.1016/j.cogpsych.2017.09.002,Elsevier BV,10.1016,Elsevier BV
2620,10.1075/slcs.216,John Benjamins,10.1075,John Benjamins Publishing Company
2621,10.1093/acprof:oso/9780199315192.003.0002,Oxford University Press,10.1093,Oxford University Press (OUP)
2622,10.1073/pnas.1418632112,National Academy of Sciences,10.1073,Proceedings of the National Academy of Sciences
2623,10.1177/1363459318786539,SAGE Publications,10.1177,SAGE Publications
2624,10.1177/1363459318786539,SAGE Publications,10.1177,SAGE Publications
2625,10.1080/21582041.2017.1391406,Taylor & Francis,10.1080,Informa UK Limited
2626,10.1007/978-94-6265-222-4_4,T.M.C. Asser Press,10.1007,Springer Science and Business Media LLC
2627,10.4324/9780429446245,Routledge,10.4324,Informa UK Limited
2628,10.1093/oso/9780198844983.001.0001,Oxford University Press,10.1093,Oxford University Press (OUP)
2629,10.1177/1741659014556044,Sage,10.1177,SAGE Publications
2630,10.1057/978-1-137-52439-3,Palgrave Macmillan,10.1057,Springer Science and Business Media LLC
2631,10.1163/9789004311824_018,Brill Academic Publishers,10.1163,Brill
2632,10.4324/9781315144771,Routledge,10.4324,Informa UK Limited
2633,10.1057/9781137521309,Palgrave Pivot,10.1057,Springer Science and Business Media LLC
2634,10.1057/9781137521309,Palgrave Macmillan UK,10.1057,Springer Science and Business Media LLC
2635,10.1093/oxfordhb/9780199680832.013.10,"Oxford University Press, Oxford",10.1093,Oxford University Press (OUP)
2636,10.1093/oxfordhb/9780199680832.013.10,Oxford University Press,10.1093,Oxford University Press (OUP)
2637,10.1017/9781316800034.002,Cambridge University Press,10.1017,Cambridge University Press (CUP)
2638,10.1057/978-1-137-31796-4,Palgrave Macmillan,10.1057,Springer Science and Business Media LLC
2639,10.1007/978-981-13-5925-5_5,Springer,10.1007,Springer Science and Business Media LLC
2640,10.1057/978-1-137-55133-7_1,Palgrave Macmillan,10.1057,Springer Science and Business Media LLC
2641,10.1017/9781316226964,Cambridge University Press,10.1017,Cambridge University Press (CUP)
2642,10.1021/ja411633w,American Chemical Society,10.1021,American Chemical Society (ACS)
2643,10.5040/9781782258841,Hart Publishing,10.5040,Bloomsbury Academic
2644,10.4018/978-1-7998-3507-3,IGI Global,10.4018,IGI Global
2645,10.1017/cbo9781316226391,Cambridge University Press,10.1017,Cambridge University Press (CUP)
2646,10.1163/9789004306011_005,Brill,10.1163,Brill
2647,10.1182/blood-2017-08-802769,American Society of Hematology,10.1182,American Society of Hematology
2648,10.1083/jcb.201607096,Rockefeller University Press,10.1083,Rockefeller University Press
2649,10.1002/clc.22437,Wiley,10.1002,Wiley
2650,10.1016/j.jet.2017.06.006,Elsevier,10.1016,Elsevier BV
2651,10.1142/s0219061319500041,World Scientific Pub Co Pte Lt,10.1142,World Scientific Pub Co Pte Ltd
2652,10.1002/ejsp.2389,Wiley-Blackwell,10.1002,Wiley
2653,10.5040/9781472544377,Bloomsbury Academic,10.5040,Bloomsbury Academic
2654,10.1017/9781108564465,Cambridge University Press,10.1017,Cambridge University Press (CUP)
2655,10.1093/oso/9780198814801.001.0001,Oxford University Press,10.1093,Oxford University Press (OUP)
2656,10.2307/j.ctt1xhr542.16,UCL Press,10.2307,JSTOR
2657,10.1007/978-3-030-38599-6_12,Palgrave Macmillan,10.1007,Springer Science and Business Media LLC
2658,10.1109/TKDE.2015.2508816,IEEE Computer Society,10.1109,Institute of Electrical and Electronics Engineers (IEEE)
2659,10.1002/9781119450535.ch5,"John Wiley & Sons, Ltd",10.1002,Wiley
2660,10.1017/CBO9781316258736.023,Cambridge University Press,10.1017,Cambridge University Press (CUP)
2661,10.1038/s42003-020-01248-x,Nature Publishing Group,10.1038,Springer Science and Business Media LLC
2662,10.1017/9781108164597,Cambridge University Press,10.1017,Cambridge University Press (CUP)
2663,10.1017/9781108164597,Cambridge University Press,10.1017,Cambridge University Press (CUP)
2664,10.1017/9781787448360,Boydell & Brewer,10.1017,Cambridge University Press (CUP)
2665,10.7228/manchester/9780719085062.003.0012,Manchester University Press,10.7228,Manchester University Press
2666,10.5040/9781509920969.ch-010,Hart Publishing,10.5040,Bloomsbury Academic
2667,10.1093/oxfordhb/9780199367313.013.32,Oxford University Press,10.1093,Oxford University Press (OUP)
2668,10.1093/oso/9780190677015.001.0001,Oxford University Press,10.1093,Oxford University Press (OUP)
2669,10.1093/acprof:oso/9780198704638.001.0001,Oxford University Press,10.1093,Oxford University Press (OUP)
2670,10.1215/26410478-7708347,Duke University Press,10.1215,Duke University Press
2671,10.1515/9783110663617-007,De Gruyter,10.1515,Walter de Gruyter GmbH
2672,10.1093/acprof:oso/9780198759621.001.0001,Oxford University Press,10.1093,Oxford University Press (OUP)
2673,10.1111/phpr.12434,Wiley,10.1111,Wiley
2674,10.1017/S1743923X17000575,Cambridge University Press,10.1017,Cambridge University Press (CUP)
2675,10.1163/9789004424463_006,Brill,10.1163,Brill
2676,10.4324/9781315748627,Routledge,10.4324,Informa UK Limited
2677,10.1109/ICDE.2015.7113353,IEEE,10.1109,Institute of Electrical and Electronics Engineers (IEEE)
2678,10.1093/gbe/evv179,Oxford University Press,10.1093,Oxford University Press (OUP)
2679,10.1163/9789004319523,Brill,10.1163,Brill
2680,10.1215/9780822372257,Duke University Press,10.1215,Duke University Press
2681,10.1007/978-3-319-91731-3,Palgrave Macmillan,10.1007,Springer Science and Business Media LLC
2682,10.5040/9781350049444.ch-004,Bloomsbury Academic,10.5040,Bloomsbury Academic
2683,10.5040/9781509919376,Hart Publishing,10.5040,Bloomsbury Academic
2684,10.5555/2946645.2946652,M I T Press,10.5555,Test accounts
2685,10.1001/jamapsychiatry.2014.994,American Medical Association,10.1001,American Medical Association (AMA)
2686,10.1001/jamapsychiatry.2014.994,American Medical Association,10.1001,American Medical Association (AMA)
2687,10.1016/j.quascirev.2014.10.032,Elsevier BV,10.1016,Elsevier BV
2688,10.5040/9781350985810,I.B. Tauris,10.5040,Bloomsbury Academic
2689,10.1017/9781787442801.013,Boydell and Brewer Limited,10.1017,Cambridge University Press (CUP)
2690,10.1080/17450101.2020.1759929,Taylor & Francis,10.1080,Informa UK Limited
2691,10.1017/9781108757119,Cambridge University Press,10.1017,Cambridge University Press (CUP)
2692,10.1017/9781108289474.015,Cambridge University Press,10.1017,Cambridge University Press (CUP)
2693,10.4337/9781788971102,Edward Elgar,10.4337,Edward Elgar Publishing
2694,10.1093/acprof:oso/9780198786078.001.0001,Oxford University Press,10.1093,Oxford University Press (OUP)
2695,10.1093/acprof:oso/9780198793397.001.0001,Oxford University Press,10.1093,Oxford University Press (OUP)
2696,10.1017/9781108751483.008,Cambridge University Press,10.1017,Cambridge University Press (CUP)
2697,10.1017/CBO9781107279377,Cambridge University Press,10.1017,Cambridge University Press (CUP)
2698,10.1007/s10612-014-9235-6,Springer,10.1007,Springer Science and Business Media LLC
2699,10.1016/j.jet.2014.04.001,Elsevier BV,10.1016,Elsevier BV
2700,10.1038/s41586-020-2177-0,Nature Publishing,10.1038,Springer Science and Business Media LLC
2701,10.1007/JHEP11(2015)206,Springer,10.1007,Springer Science and Business Media LLC
2702,10.1093/acprof:oso/9780199687909.001.0001,Oxford University Press,10.1093,Oxford University Press (OUP)
2703,10.1016/j.earscirev.2018.07.003,Elsevier BV,10.1016,Elsevier BV
2704,10.1111/1467-9566.12976,Wiley,10.1111,Wiley
2705,10.4324/9781315765709,Routledge,10.4324,Informa UK Limited
2706,10.5465/amj.2017.0528,Academy of Management,10.5465,Academy of Management
2707,10.1017/CBO9781107256538,Cambridge University Press,10.1017,Cambridge University Press (CUP)
2708,10.1057/9781137331663,Palgrave Macmillan,10.1057,Springer Science and Business Media LLC
2709,10.5040/9781474229524.ch-009,Bloomsbury Academic,10.5040,Bloomsbury Academic
2710,10.1177/0967010614557884,Sage Publications Ltd.,10.1177,SAGE Publications
2711,10.4324/9780429274480,Routledge,10.4324,Informa UK Limited
2712,10.1075/jlp.19086.cam,John Benjamins,10.1075,John Benjamins Publishing Company
2713,10.1007/978-3-030-04804-4,Palgrave Macmillan,10.1007,Springer Science and Business Media LLC
2714,10.1007/978-3-319-48879-0,Springer Nature,10.1007,Springer Science and Business Media LLC
2715,10.5871/bacad/9780197266038.003.0010,British Academy,10.5871,British Academy
2716,10.1002/mar.20999,Wiley,10.1002,Wiley
2717,10.1080/1351847X.2014.963634,Taylor & Francis,10.1080,Informa UK Limited
2718,10.1007/978-3-030-00226-8_1,Springer Nature,10.1007,Springer Science and Business Media LLC
2719,10.1007/s10603-019-09417-0,Springer,10.1007,Springer Science and Business Media LLC
2720,10.1057/978-1-137-58165-5,Palgrave Macmillan,10.1057,Springer Science and Business Media LLC
2721,10.4324/9781351244350-12,Routledge,10.4324,Informa UK Limited
2722,10.1093/acprof:oso/9780198726265.001.0001,Oxford University Press,10.1093,Oxford University Press (OUP)
2723,10.1016/j.matdes.2017.06.008,Elsevier,10.1016,Elsevier BV
2724,10.1017/S1360674318000126,Cambridge University Press,10.1017,Cambridge University Press (CUP)
2725,10.1080/07268602.2015.1134300,Taylor & Francis,10.1080,Informa UK Limited
2726,10.3390/su10103575,MDPI AG,10.3390,MDPI AG
2727,10.1017/9781108225229.018,Cambridge University Press,10.1017,Cambridge University Press (CUP)
